turkid,avg_learning_time,total_learning_time,name_manipulated,is_manipulated,name,sd_manipulated,value_id,value
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,10,23
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,11,23
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,12,25
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,13,25
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,14,25
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,15,25
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,16,25
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,17,25
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,18,25
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,19,27
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,20,27
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,21,27
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,22,27
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,23,29
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,24,31
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,25,31
ANEJUHMH0OEHD,1.7973725490196077,93.4633725490196,Blanket,False,Pillow,Low,0,15
ANEJUHMH0OEHD,1.7973725490196077,93.4633725490196,Blanket,False,Pillow,Low,1,15
ANEJUHMH0OEHD,1.7973725490196077,93.4633725490196,Blanket,False,Pillow,Low,2,17
