turkid,is_manipulated,wine,mean_manipulated,value_id,value
A2EAIMII6MSIO5,True,WhiteWine,Low,7,25
A2EAIMII6MSIO5,True,WhiteWine,Low,8,25
A2EAIMII6MSIO5,True,WhiteWine,Low,9,25
A2EAIMII6MSIO5,True,WhiteWine,Low,10,25
A2EAIMII6MSIO5,True,WhiteWine,Low,11,25
A2EAIMII6MSIO5,True,WhiteWine,Low,12,25
A2EAIMII6MSIO5,True,WhiteWine,Low,13,25
A2EAIMII6MSIO5,True,WhiteWine,Low,14,25
A2EAIMII6MSIO5,True,WhiteWine,Low,15,25
A2EAIMII6MSIO5,True,WhiteWine,Low,16,25
A2EAIMII6MSIO5,True,WhiteWine,Low,17,27
A2EAIMII6MSIO5,True,WhiteWine,Low,18,29
A2EAIMII6MSIO5,True,WhiteWine,Low,19,31
A2EAIMII6MSIO5,True,WhiteWine,Low,20,33
A2EAIMII6MSIO5,True,WhiteWine,Low,21,35
A2EAIMII6MSIO5,True,WhiteWine,Low,22,37
A2EAIMII6MSIO5,True,WhiteWine,Low,23,39
A2EAIMII6MSIO5,True,WhiteWine,Low,24,41
A1UP0R6KHEB4O,True,WhiteWine,Low,0,7
A1UP0R6KHEB4O,True,WhiteWine,Low,1,7
A1UP0R6KHEB4O,True,WhiteWine,Low,2,7
A1UP0R6KHEB4O,True,WhiteWine,Low,3,9
A1UP0R6KHEB4O,True,WhiteWine,Low,4,9
A1UP0R6KHEB4O,True,WhiteWine,Low,5,9
A1UP0R6KHEB4O,True,WhiteWine,Low,6,9
A1UP0R6KHEB4O,True,WhiteWine,Low,7,11
A1UP0R6KHEB4O,True,WhiteWine,Low,8,11
A1UP0R6KHEB4O,True,WhiteWine,Low,9,11
A1UP0R6KHEB4O,True,WhiteWine,Low,10,13
A1UP0R6KHEB4O,True,WhiteWine,Low,11,13
A1UP0R6KHEB4O,True,WhiteWine,Low,12,15
A1UP0R6KHEB4O,True,WhiteWine,Low,13,15
A1UP0R6KHEB4O,True,WhiteWine,Low,14,15
A1UP0R6KHEB4O,True,WhiteWine,Low,15,17
A1UP0R6KHEB4O,True,WhiteWine,Low,16,17
A1UP0R6KHEB4O,True,WhiteWine,Low,17,17
A1UP0R6KHEB4O,True,WhiteWine,Low,18,17
A1UP0R6KHEB4O,True,WhiteWine,Low,19,19
A1UP0R6KHEB4O,True,WhiteWine,Low,20,19
A1UP0R6KHEB4O,True,WhiteWine,Low,21,19
A1UP0R6KHEB4O,True,WhiteWine,Low,22,21
A1UP0R6KHEB4O,True,WhiteWine,Low,23,21
A1UP0R6KHEB4O,True,WhiteWine,Low,24,21
A1CSWN23S8BHQY,True,WhiteWine,Low,0,1
A1CSWN23S8BHQY,True,WhiteWine,Low,1,1
A1CSWN23S8BHQY,True,WhiteWine,Low,2,1
A1CSWN23S8BHQY,True,WhiteWine,Low,3,1
A1CSWN23S8BHQY,True,WhiteWine,Low,4,3
A1CSWN23S8BHQY,True,WhiteWine,Low,5,3
A1CSWN23S8BHQY,True,WhiteWine,Low,6,3
A1CSWN23S8BHQY,True,WhiteWine,Low,7,3
A1CSWN23S8BHQY,True,WhiteWine,Low,8,5
A1CSWN23S8BHQY,True,WhiteWine,Low,9,5
A1CSWN23S8BHQY,True,WhiteWine,Low,10,5
A1CSWN23S8BHQY,True,WhiteWine,Low,11,13
A1CSWN23S8BHQY,True,WhiteWine,Low,12,13
A1CSWN23S8BHQY,True,WhiteWine,Low,13,13
A1CSWN23S8BHQY,True,WhiteWine,Low,14,13
A1CSWN23S8BHQY,True,WhiteWine,Low,15,13
A1CSWN23S8BHQY,True,WhiteWine,Low,16,13
A1CSWN23S8BHQY,True,WhiteWine,Low,17,13
A1CSWN23S8BHQY,True,WhiteWine,Low,18,15
A1CSWN23S8BHQY,True,WhiteWine,Low,19,15
A1CSWN23S8BHQY,True,WhiteWine,Low,20,15
A1CSWN23S8BHQY,True,WhiteWine,Low,21,15
A1CSWN23S8BHQY,True,WhiteWine,Low,22,15
A1CSWN23S8BHQY,True,WhiteWine,Low,23,15
A1CSWN23S8BHQY,True,WhiteWine,Low,24,15
A203C9REA20IT3,True,WhiteWine,Low,0,13
A203C9REA20IT3,True,WhiteWine,Low,1,13
A203C9REA20IT3,True,WhiteWine,Low,2,15
A203C9REA20IT3,True,WhiteWine,Low,3,15
A203C9REA20IT3,True,WhiteWine,Low,4,15
A203C9REA20IT3,True,WhiteWine,Low,5,15
A203C9REA20IT3,True,WhiteWine,Low,6,17
A203C9REA20IT3,True,WhiteWine,Low,7,17
A203C9REA20IT3,True,WhiteWine,Low,8,17
A203C9REA20IT3,True,WhiteWine,Low,9,17
A203C9REA20IT3,True,WhiteWine,Low,10,17
A203C9REA20IT3,True,WhiteWine,Low,11,19
A203C9REA20IT3,True,WhiteWine,Low,12,19
A203C9REA20IT3,True,WhiteWine,Low,13,19
A203C9REA20IT3,True,WhiteWine,Low,14,19
A203C9REA20IT3,True,WhiteWine,Low,15,19
A203C9REA20IT3,True,WhiteWine,Low,16,19
A203C9REA20IT3,True,WhiteWine,Low,17,21
A203C9REA20IT3,True,WhiteWine,Low,18,21
A203C9REA20IT3,True,WhiteWine,Low,19,21
A203C9REA20IT3,True,WhiteWine,Low,20,21
A203C9REA20IT3,True,WhiteWine,Low,21,21
A203C9REA20IT3,True,WhiteWine,Low,22,21
A203C9REA20IT3,True,WhiteWine,Low,23,23
A203C9REA20IT3,True,WhiteWine,Low,24,23
A2YR5M2I1YCH75,True,WhiteWine,Low,0,5
A2YR5M2I1YCH75,True,WhiteWine,Low,1,7
A2YR5M2I1YCH75,True,WhiteWine,Low,2,7
A2YR5M2I1YCH75,True,WhiteWine,Low,3,7
A2YR5M2I1YCH75,True,WhiteWine,Low,4,7
A2YR5M2I1YCH75,True,WhiteWine,Low,5,7
A2YR5M2I1YCH75,True,WhiteWine,Low,6,9
A2YR5M2I1YCH75,True,WhiteWine,Low,7,9
A2YR5M2I1YCH75,True,WhiteWine,Low,8,9
A2YR5M2I1YCH75,True,WhiteWine,Low,9,9
A2YR5M2I1YCH75,True,WhiteWine,Low,10,9
A2YR5M2I1YCH75,True,WhiteWine,Low,11,11
A2YR5M2I1YCH75,True,WhiteWine,Low,12,11
A2YR5M2I1YCH75,True,WhiteWine,Low,13,11
A2YR5M2I1YCH75,True,WhiteWine,Low,14,11
A2YR5M2I1YCH75,True,WhiteWine,Low,15,11
A2YR5M2I1YCH75,True,WhiteWine,Low,16,11
A2YR5M2I1YCH75,True,WhiteWine,Low,17,11
A2YR5M2I1YCH75,True,WhiteWine,Low,18,13
A2YR5M2I1YCH75,True,WhiteWine,Low,19,13
A2YR5M2I1YCH75,True,WhiteWine,Low,20,13
A2YR5M2I1YCH75,True,WhiteWine,Low,21,13
A2YR5M2I1YCH75,True,WhiteWine,Low,22,13
A2YR5M2I1YCH75,True,WhiteWine,Low,23,15
A2YR5M2I1YCH75,True,WhiteWine,Low,24,17
ADCXF6QY5T046,False,RedWine,High,0,19
ADCXF6QY5T046,False,RedWine,High,1,19
ADCXF6QY5T046,False,RedWine,High,2,19
ADCXF6QY5T046,False,RedWine,High,3,19
ADCXF6QY5T046,False,RedWine,High,4,19
ADCXF6QY5T046,False,RedWine,High,5,19
ADCXF6QY5T046,False,RedWine,High,6,21
ADCXF6QY5T046,False,RedWine,High,7,21
ADCXF6QY5T046,False,RedWine,High,8,21
ADCXF6QY5T046,False,RedWine,High,9,21
ADCXF6QY5T046,False,RedWine,High,10,27
ADCXF6QY5T046,False,RedWine,High,11,27
ADCXF6QY5T046,False,RedWine,High,12,27
ADCXF6QY5T046,False,RedWine,High,13,29
ADCXF6QY5T046,False,RedWine,High,14,29
ADCXF6QY5T046,False,RedWine,High,15,29
ADCXF6QY5T046,False,RedWine,High,16,29
ADCXF6QY5T046,False,RedWine,High,17,31
ADCXF6QY5T046,False,RedWine,High,18,31
ADCXF6QY5T046,False,RedWine,High,19,31
ADCXF6QY5T046,False,RedWine,High,20,31
ADCXF6QY5T046,False,RedWine,High,21,31
ADCXF6QY5T046,False,RedWine,High,22,39
ADCXF6QY5T046,False,RedWine,High,23,39
ADCXF6QY5T046,False,RedWine,High,24,39
A13CXQGLSH6QY8,False,RedWine,Med,0,7
A13CXQGLSH6QY8,False,RedWine,Med,1,7
A13CXQGLSH6QY8,False,RedWine,Med,2,13
A13CXQGLSH6QY8,False,RedWine,Med,3,15
A13CXQGLSH6QY8,False,RedWine,Med,4,17
A13CXQGLSH6QY8,False,RedWine,Med,5,17
A13CXQGLSH6QY8,False,RedWine,Med,6,21
A13CXQGLSH6QY8,False,RedWine,Med,7,21
A13CXQGLSH6QY8,False,RedWine,Med,8,21
A13CXQGLSH6QY8,False,RedWine,Med,9,25
A13CXQGLSH6QY8,False,RedWine,Med,10,25
A13CXQGLSH6QY8,False,RedWine,Med,11,25
A13CXQGLSH6QY8,False,RedWine,Med,12,27
A13CXQGLSH6QY8,False,RedWine,Med,13,27
A13CXQGLSH6QY8,False,RedWine,Med,14,27
A13CXQGLSH6QY8,False,RedWine,Med,15,29
A13CXQGLSH6QY8,False,RedWine,Med,16,31
A13CXQGLSH6QY8,False,RedWine,Med,17,31
A13CXQGLSH6QY8,False,RedWine,Med,18,31
A13CXQGLSH6QY8,False,RedWine,Med,19,33
A13CXQGLSH6QY8,False,RedWine,Med,20,35
A13CXQGLSH6QY8,False,RedWine,Med,21,37
A13CXQGLSH6QY8,False,RedWine,Med,22,39
A13CXQGLSH6QY8,False,RedWine,Med,23,45
A13CXQGLSH6QY8,False,RedWine,Med,24,47
AB1X97ASE626Q,False,RedWine,Low,0,21
AB1X97ASE626Q,False,RedWine,Low,1,21
AB1X97ASE626Q,False,RedWine,Low,2,21
AB1X97ASE626Q,False,RedWine,Low,3,23
AB1X97ASE626Q,False,RedWine,Low,4,23
AB1X97ASE626Q,False,RedWine,Low,5,23
AB1X97ASE626Q,False,RedWine,Low,6,23
AB1X97ASE626Q,False,RedWine,Low,7,27
AB1X97ASE626Q,False,RedWine,Low,8,27
AB1X97ASE626Q,False,RedWine,Low,9,27
AB1X97ASE626Q,False,RedWine,Low,10,29
AB1X97ASE626Q,False,RedWine,Low,11,29
AB1X97ASE626Q,False,RedWine,Low,12,29
AB1X97ASE626Q,False,RedWine,Low,13,31
AB1X97ASE626Q,False,RedWine,Low,14,31
AB1X97ASE626Q,False,RedWine,Low,15,31
AB1X97ASE626Q,False,RedWine,Low,16,31
AB1X97ASE626Q,False,RedWine,Low,17,33
AB1X97ASE626Q,False,RedWine,Low,18,33
AB1X97ASE626Q,False,RedWine,Low,19,33
AB1X97ASE626Q,False,RedWine,Low,20,33
AB1X97ASE626Q,False,RedWine,Low,21,33
AB1X97ASE626Q,False,RedWine,Low,22,37
AB1X97ASE626Q,False,RedWine,Low,23,39
AB1X97ASE626Q,False,RedWine,Low,24,39
A1TA30P0NOOGE2,True,WhiteWine,Med,0,21
A1TA30P0NOOGE2,True,WhiteWine,Med,1,21
A1TA30P0NOOGE2,True,WhiteWine,Med,2,23
A1TA30P0NOOGE2,True,WhiteWine,Med,3,23
A1TA30P0NOOGE2,True,WhiteWine,Med,4,23
A1TA30P0NOOGE2,True,WhiteWine,Med,5,23
A1TA30P0NOOGE2,True,WhiteWine,Med,6,23
A1TA30P0NOOGE2,True,WhiteWine,Med,7,23
A1TA30P0NOOGE2,True,WhiteWine,Med,8,25
A1TA30P0NOOGE2,True,WhiteWine,Med,9,25
A1TA30P0NOOGE2,True,WhiteWine,Med,10,25
A1TA30P0NOOGE2,True,WhiteWine,Med,11,25
A1TA30P0NOOGE2,True,WhiteWine,Med,12,25
A1TA30P0NOOGE2,True,WhiteWine,Med,13,25
A1TA30P0NOOGE2,True,WhiteWine,Med,14,25
A1TA30P0NOOGE2,True,WhiteWine,Med,15,25
A1TA30P0NOOGE2,True,WhiteWine,Med,16,25
A1TA30P0NOOGE2,True,WhiteWine,Med,17,27
A1TA30P0NOOGE2,True,WhiteWine,Med,18,27
A1TA30P0NOOGE2,True,WhiteWine,Med,19,27
A1TA30P0NOOGE2,True,WhiteWine,Med,20,27
A1TA30P0NOOGE2,True,WhiteWine,Med,21,27
A1TA30P0NOOGE2,True,WhiteWine,Med,22,27
A1TA30P0NOOGE2,True,WhiteWine,Med,23,27
A1TA30P0NOOGE2,True,WhiteWine,Med,24,27
A14VY6QXKBLC0D,False,RedWine,Med,0,15
A14VY6QXKBLC0D,False,RedWine,Med,1,17
A14VY6QXKBLC0D,False,RedWine,Med,2,19
A14VY6QXKBLC0D,False,RedWine,Med,3,19
A14VY6QXKBLC0D,False,RedWine,Med,4,21
A14VY6QXKBLC0D,False,RedWine,Med,5,21
A14VY6QXKBLC0D,False,RedWine,Med,6,21
A14VY6QXKBLC0D,False,RedWine,Med,7,23
A14VY6QXKBLC0D,False,RedWine,Med,8,23
A14VY6QXKBLC0D,False,RedWine,Med,9,23
A14VY6QXKBLC0D,False,RedWine,Med,10,25
A14VY6QXKBLC0D,False,RedWine,Med,11,27
A14VY6QXKBLC0D,False,RedWine,Med,12,27
A14VY6QXKBLC0D,False,RedWine,Med,13,27
A14VY6QXKBLC0D,False,RedWine,Med,14,27
A14VY6QXKBLC0D,False,RedWine,Med,15,29
A14VY6QXKBLC0D,False,RedWine,Med,16,29
A14VY6QXKBLC0D,False,RedWine,Med,17,29
A14VY6QXKBLC0D,False,RedWine,Med,18,31
A14VY6QXKBLC0D,False,RedWine,Med,19,31
A14VY6QXKBLC0D,False,RedWine,Med,20,31
A14VY6QXKBLC0D,False,RedWine,Med,21,33
A14VY6QXKBLC0D,False,RedWine,Med,22,33
A14VY6QXKBLC0D,False,RedWine,Med,23,33
A14VY6QXKBLC0D,False,RedWine,Med,24,33
AEMQSFZAH1RS6,False,RedWine,High,0,17
AEMQSFZAH1RS6,False,RedWine,High,1,19
AEMQSFZAH1RS6,False,RedWine,High,2,19
AEMQSFZAH1RS6,False,RedWine,High,3,19
AEMQSFZAH1RS6,False,RedWine,High,4,19
AEMQSFZAH1RS6,False,RedWine,High,5,21
AEMQSFZAH1RS6,False,RedWine,High,6,21
AEMQSFZAH1RS6,False,RedWine,High,7,21
AEMQSFZAH1RS6,False,RedWine,High,8,21
AEMQSFZAH1RS6,False,RedWine,High,9,21
AEMQSFZAH1RS6,False,RedWine,High,10,23
AEMQSFZAH1RS6,False,RedWine,High,11,23
AEMQSFZAH1RS6,False,RedWine,High,12,23
AEMQSFZAH1RS6,False,RedWine,High,13,25
AEMQSFZAH1RS6,False,RedWine,High,14,25
AEMQSFZAH1RS6,False,RedWine,High,15,25
AEMQSFZAH1RS6,False,RedWine,High,16,25
AEMQSFZAH1RS6,False,RedWine,High,17,25
AEMQSFZAH1RS6,False,RedWine,High,18,25
AEMQSFZAH1RS6,False,RedWine,High,19,27
AEMQSFZAH1RS6,False,RedWine,High,20,27
AEMQSFZAH1RS6,False,RedWine,High,21,27
AEMQSFZAH1RS6,False,RedWine,High,22,29
AEMQSFZAH1RS6,False,RedWine,High,23,29
AEMQSFZAH1RS6,False,RedWine,High,24,31
ANBIWXLNKFCQQ,True,WhiteWine,Low,0,7
ANBIWXLNKFCQQ,True,WhiteWine,Low,1,9
ANBIWXLNKFCQQ,True,WhiteWine,Low,2,9
ANBIWXLNKFCQQ,True,WhiteWine,Low,3,9
ANBIWXLNKFCQQ,True,WhiteWine,Low,4,9
ANBIWXLNKFCQQ,True,WhiteWine,Low,5,9
ANBIWXLNKFCQQ,True,WhiteWine,Low,6,9
ANBIWXLNKFCQQ,True,WhiteWine,Low,7,11
ANBIWXLNKFCQQ,True,WhiteWine,Low,8,13
ANBIWXLNKFCQQ,True,WhiteWine,Low,9,13
ANBIWXLNKFCQQ,True,WhiteWine,Low,10,13
ANBIWXLNKFCQQ,True,WhiteWine,Low,11,13
ANBIWXLNKFCQQ,True,WhiteWine,Low,12,21
ANBIWXLNKFCQQ,True,WhiteWine,Low,13,21
ANBIWXLNKFCQQ,True,WhiteWine,Low,14,21
ANBIWXLNKFCQQ,True,WhiteWine,Low,15,21
ANBIWXLNKFCQQ,True,WhiteWine,Low,16,21
ANBIWXLNKFCQQ,True,WhiteWine,Low,17,21
ANBIWXLNKFCQQ,True,WhiteWine,Low,18,21
ANBIWXLNKFCQQ,True,WhiteWine,Low,19,23
ANBIWXLNKFCQQ,True,WhiteWine,Low,20,23
ANBIWXLNKFCQQ,True,WhiteWine,Low,21,31
ANBIWXLNKFCQQ,True,WhiteWine,Low,22,31
ANBIWXLNKFCQQ,True,WhiteWine,Low,23,31
ANBIWXLNKFCQQ,True,WhiteWine,Low,24,31
A18SI5095GGGWT,True,WhiteWine,Low,0,5
A18SI5095GGGWT,True,WhiteWine,Low,1,5
A18SI5095GGGWT,True,WhiteWine,Low,2,9
A18SI5095GGGWT,True,WhiteWine,Low,3,9
A18SI5095GGGWT,True,WhiteWine,Low,4,9
A18SI5095GGGWT,True,WhiteWine,Low,5,9
A18SI5095GGGWT,True,WhiteWine,Low,6,11
A18SI5095GGGWT,True,WhiteWine,Low,7,11
A18SI5095GGGWT,True,WhiteWine,Low,8,13
A18SI5095GGGWT,True,WhiteWine,Low,9,13
A18SI5095GGGWT,True,WhiteWine,Low,10,15
A18SI5095GGGWT,True,WhiteWine,Low,11,15
A18SI5095GGGWT,True,WhiteWine,Low,12,15
A18SI5095GGGWT,True,WhiteWine,Low,13,15
A18SI5095GGGWT,True,WhiteWine,Low,14,17
A18SI5095GGGWT,True,WhiteWine,Low,15,17
A18SI5095GGGWT,True,WhiteWine,Low,16,17
A18SI5095GGGWT,True,WhiteWine,Low,17,17
A18SI5095GGGWT,True,WhiteWine,Low,18,17
A18SI5095GGGWT,True,WhiteWine,Low,19,19
A18SI5095GGGWT,True,WhiteWine,Low,20,19
A18SI5095GGGWT,True,WhiteWine,Low,21,21
A18SI5095GGGWT,True,WhiteWine,Low,22,21
A18SI5095GGGWT,True,WhiteWine,Low,23,21
A18SI5095GGGWT,True,WhiteWine,Low,24,21
A3Q8C7JAAX3DGB,False,RedWine,Med,0,13
A3Q8C7JAAX3DGB,False,RedWine,Med,1,13
A3Q8C7JAAX3DGB,False,RedWine,Med,2,13
A3Q8C7JAAX3DGB,False,RedWine,Med,3,13
A3Q8C7JAAX3DGB,False,RedWine,Med,4,17
A3Q8C7JAAX3DGB,False,RedWine,Med,5,17
A3Q8C7JAAX3DGB,False,RedWine,Med,6,25
A3Q8C7JAAX3DGB,False,RedWine,Med,7,25
A3Q8C7JAAX3DGB,False,RedWine,Med,8,25
A3Q8C7JAAX3DGB,False,RedWine,Med,9,27
A3Q8C7JAAX3DGB,False,RedWine,Med,10,27
A3Q8C7JAAX3DGB,False,RedWine,Med,11,29
A3Q8C7JAAX3DGB,False,RedWine,Med,12,29
A3Q8C7JAAX3DGB,False,RedWine,Med,13,31
A3Q8C7JAAX3DGB,False,RedWine,Med,14,31
A3Q8C7JAAX3DGB,False,RedWine,Med,15,37
A3Q8C7JAAX3DGB,False,RedWine,Med,16,37
A3Q8C7JAAX3DGB,False,RedWine,Med,17,39
A3Q8C7JAAX3DGB,False,RedWine,Med,18,39
A3Q8C7JAAX3DGB,False,RedWine,Med,19,39
A3Q8C7JAAX3DGB,False,RedWine,Med,20,43
A3Q8C7JAAX3DGB,False,RedWine,Med,21,43
A3Q8C7JAAX3DGB,False,RedWine,Med,22,43
A3Q8C7JAAX3DGB,False,RedWine,Med,23,45
A3Q8C7JAAX3DGB,False,RedWine,Med,24,45
A2S75O867RJG0I,False,RedWine,High,0,17
A2S75O867RJG0I,False,RedWine,High,1,19
A2S75O867RJG0I,False,RedWine,High,2,21
A2S75O867RJG0I,False,RedWine,High,3,21
A2S75O867RJG0I,False,RedWine,High,4,23
A2S75O867RJG0I,False,RedWine,High,5,23
A2S75O867RJG0I,False,RedWine,High,6,25
A2S75O867RJG0I,False,RedWine,High,7,25
A2S75O867RJG0I,False,RedWine,High,8,25
A2S75O867RJG0I,False,RedWine,High,9,27
A2S75O867RJG0I,False,RedWine,High,10,27
A2S75O867RJG0I,False,RedWine,High,11,29
A2S75O867RJG0I,False,RedWine,High,12,29
A2S75O867RJG0I,False,RedWine,High,13,29
A2S75O867RJG0I,False,RedWine,High,14,29
A2S75O867RJG0I,False,RedWine,High,15,29
A2S75O867RJG0I,False,RedWine,High,16,29
A2S75O867RJG0I,False,RedWine,High,17,29
A2S75O867RJG0I,False,RedWine,High,18,31
A2S75O867RJG0I,False,RedWine,High,19,31
A2S75O867RJG0I,False,RedWine,High,20,31
A2S75O867RJG0I,False,RedWine,High,21,31
A2S75O867RJG0I,False,RedWine,High,22,33
A2S75O867RJG0I,False,RedWine,High,23,33
A2S75O867RJG0I,False,RedWine,High,24,35
A1GMVCWXQPG8ZR,True,WhiteWine,Med,0,15
A1GMVCWXQPG8ZR,True,WhiteWine,Med,1,17
A1GMVCWXQPG8ZR,True,WhiteWine,Med,2,17
A1GMVCWXQPG8ZR,True,WhiteWine,Med,3,19
A1GMVCWXQPG8ZR,True,WhiteWine,Med,4,19
A1GMVCWXQPG8ZR,True,WhiteWine,Med,5,21
A1GMVCWXQPG8ZR,True,WhiteWine,Med,6,21
A1GMVCWXQPG8ZR,True,WhiteWine,Med,7,23
A1GMVCWXQPG8ZR,True,WhiteWine,Med,8,23
A1GMVCWXQPG8ZR,True,WhiteWine,Med,9,23
A1GMVCWXQPG8ZR,True,WhiteWine,Med,10,25
A1GMVCWXQPG8ZR,True,WhiteWine,Med,11,25
A1GMVCWXQPG8ZR,True,WhiteWine,Med,12,25
A1GMVCWXQPG8ZR,True,WhiteWine,Med,13,25
A1GMVCWXQPG8ZR,True,WhiteWine,Med,14,25
A1GMVCWXQPG8ZR,True,WhiteWine,Med,15,27
A1GMVCWXQPG8ZR,True,WhiteWine,Med,16,27
A1GMVCWXQPG8ZR,True,WhiteWine,Med,17,27
A1GMVCWXQPG8ZR,True,WhiteWine,Med,18,27
A1GMVCWXQPG8ZR,True,WhiteWine,Med,19,27
A1GMVCWXQPG8ZR,True,WhiteWine,Med,20,29
A1GMVCWXQPG8ZR,True,WhiteWine,Med,21,29
A1GMVCWXQPG8ZR,True,WhiteWine,Med,22,29
A1GMVCWXQPG8ZR,True,WhiteWine,Med,23,31
A1GMVCWXQPG8ZR,True,WhiteWine,Med,24,31
A1KSA3TE2KOW7E,False,RedWine,High,0,13
A1KSA3TE2KOW7E,False,RedWine,High,1,13
A1KSA3TE2KOW7E,False,RedWine,High,2,13
A1KSA3TE2KOW7E,False,RedWine,High,3,13
A1KSA3TE2KOW7E,False,RedWine,High,4,13
A1KSA3TE2KOW7E,False,RedWine,High,5,13
A1KSA3TE2KOW7E,False,RedWine,High,6,13
A1KSA3TE2KOW7E,False,RedWine,High,7,23
A1KSA3TE2KOW7E,False,RedWine,High,8,23
A1KSA3TE2KOW7E,False,RedWine,High,9,23
A1KSA3TE2KOW7E,False,RedWine,High,10,27
A1KSA3TE2KOW7E,False,RedWine,High,11,31
A1KSA3TE2KOW7E,False,RedWine,High,12,35
A1KSA3TE2KOW7E,False,RedWine,High,13,37
A1KSA3TE2KOW7E,False,RedWine,High,14,39
A1KSA3TE2KOW7E,False,RedWine,High,15,41
A1KSA3TE2KOW7E,False,RedWine,High,16,41
A1KSA3TE2KOW7E,False,RedWine,High,17,43
A1KSA3TE2KOW7E,False,RedWine,High,18,45
A1KSA3TE2KOW7E,False,RedWine,High,19,45
A1KSA3TE2KOW7E,False,RedWine,High,20,45
A1KSA3TE2KOW7E,False,RedWine,High,21,45
A1KSA3TE2KOW7E,False,RedWine,High,22,45
A1KSA3TE2KOW7E,False,RedWine,High,23,47
A1KSA3TE2KOW7E,False,RedWine,High,24,49
A3K2VLUT3MU9H2,True,WhiteWine,Low,0,19
A3K2VLUT3MU9H2,True,WhiteWine,Low,1,19
A3K2VLUT3MU9H2,True,WhiteWine,Low,2,19
A3K2VLUT3MU9H2,True,WhiteWine,Low,3,19
A3K2VLUT3MU9H2,True,WhiteWine,Low,4,27
A3K2VLUT3MU9H2,True,WhiteWine,Low,5,27
A3K2VLUT3MU9H2,True,WhiteWine,Low,6,27
A3K2VLUT3MU9H2,True,WhiteWine,Low,7,27
A3K2VLUT3MU9H2,True,WhiteWine,Low,8,33
A3K2VLUT3MU9H2,True,WhiteWine,Low,9,33
A3K2VLUT3MU9H2,True,WhiteWine,Low,10,33
A3K2VLUT3MU9H2,True,WhiteWine,Low,11,33
A3K2VLUT3MU9H2,True,WhiteWine,Low,12,33
A3K2VLUT3MU9H2,True,WhiteWine,Low,13,33
A3K2VLUT3MU9H2,True,WhiteWine,Low,14,33
A3K2VLUT3MU9H2,True,WhiteWine,Low,15,37
A3K2VLUT3MU9H2,True,WhiteWine,Low,16,37
A3K2VLUT3MU9H2,True,WhiteWine,Low,17,37
A3K2VLUT3MU9H2,True,WhiteWine,Low,18,37
A3K2VLUT3MU9H2,True,WhiteWine,Low,19,37
A3K2VLUT3MU9H2,True,WhiteWine,Low,20,37
A3K2VLUT3MU9H2,True,WhiteWine,Low,21,37
A3K2VLUT3MU9H2,True,WhiteWine,Low,22,37
A3K2VLUT3MU9H2,True,WhiteWine,Low,23,37
A3K2VLUT3MU9H2,True,WhiteWine,Low,24,37
AWSTSSR9X0X95,False,RedWine,Low,0,19
AWSTSSR9X0X95,False,RedWine,Low,1,19
AWSTSSR9X0X95,False,RedWine,Low,2,19
AWSTSSR9X0X95,False,RedWine,Low,3,21
AWSTSSR9X0X95,False,RedWine,Low,4,21
AWSTSSR9X0X95,False,RedWine,Low,5,21
AWSTSSR9X0X95,False,RedWine,Low,6,21
AWSTSSR9X0X95,False,RedWine,Low,7,23
AWSTSSR9X0X95,False,RedWine,Low,8,23
AWSTSSR9X0X95,False,RedWine,Low,9,23
AWSTSSR9X0X95,False,RedWine,Low,10,23
AWSTSSR9X0X95,False,RedWine,Low,11,25
AWSTSSR9X0X95,False,RedWine,Low,12,25
AWSTSSR9X0X95,False,RedWine,Low,13,25
AWSTSSR9X0X95,False,RedWine,Low,14,27
AWSTSSR9X0X95,False,RedWine,Low,15,27
AWSTSSR9X0X95,False,RedWine,Low,16,29
AWSTSSR9X0X95,False,RedWine,Low,17,29
AWSTSSR9X0X95,False,RedWine,Low,18,31
AWSTSSR9X0X95,False,RedWine,Low,19,31
AWSTSSR9X0X95,False,RedWine,Low,20,31
AWSTSSR9X0X95,False,RedWine,Low,21,33
AWSTSSR9X0X95,False,RedWine,Low,22,33
AWSTSSR9X0X95,False,RedWine,Low,23,33
AWSTSSR9X0X95,False,RedWine,Low,24,37
A30QRYULPVYZQV,False,RedWine,Low,0,17
A30QRYULPVYZQV,False,RedWine,Low,1,17
A30QRYULPVYZQV,False,RedWine,Low,2,19
A30QRYULPVYZQV,False,RedWine,Low,3,19
A30QRYULPVYZQV,False,RedWine,Low,4,21
A30QRYULPVYZQV,False,RedWine,Low,5,21
A30QRYULPVYZQV,False,RedWine,Low,6,23
A30QRYULPVYZQV,False,RedWine,Low,7,23
A30QRYULPVYZQV,False,RedWine,Low,8,23
A30QRYULPVYZQV,False,RedWine,Low,9,23
A30QRYULPVYZQV,False,RedWine,Low,10,25
A30QRYULPVYZQV,False,RedWine,Low,11,25
A30QRYULPVYZQV,False,RedWine,Low,12,25
A30QRYULPVYZQV,False,RedWine,Low,13,27
A30QRYULPVYZQV,False,RedWine,Low,14,27
A30QRYULPVYZQV,False,RedWine,Low,15,27
A30QRYULPVYZQV,False,RedWine,Low,16,27
A30QRYULPVYZQV,False,RedWine,Low,17,27
A30QRYULPVYZQV,False,RedWine,Low,18,29
A30QRYULPVYZQV,False,RedWine,Low,19,29
A30QRYULPVYZQV,False,RedWine,Low,20,29
A30QRYULPVYZQV,False,RedWine,Low,21,31
